xml_id	lemma	definition	source_siglum	source_id	cross_refs
lex.mesapqrobilet_modzghuari	მესაპყრობილეთ-მოძღუარი	საპყრობილის მთავარი მცველი	ი. ა.	abuladze1973	მოძღუარი|ძღუანვა
lex.mesapqrobilet_mtsveli	მესაპყრობილეთ-მცველი	საპყრობილის მცველი	ი. ა.	abuladze1973	მცველი|ცვა
lex.mesaretsle	მესარეცლე		ი. ა.	abuladze1973	თანა-მესარეცლე|სარეცელი
lex.mesasmise	მესასმისე	სასმისით ღვინის დამსხმელი	ქ. ც.	kartlis_tskhovreba	
lex.mesapre	მესაფრე	მესანგრე	ქ. ც.	kartlis_tskhovreba	
lex.mesache	მესაჭე	მენავე	ი. ა.	abuladze1973	საჭე
lex.mesachurchle	მესაჭურჭლე	საჭურჭლე მას სახლსა ეწოდების, სადა საომარი ჭური და აბჯარი შეინახებიან (საბა)	ქ. ც.	kartlis_tskhovreba	
lex.mesakhumile	მესაჴუმილე	ქურის, ღუმელის დამნთები	ი. ა.	abuladze1973	საჴუმილი|საჴმილი
lex.mestule_mesdule	მესთულე, მესდულე	მსთულებელი	ი. ა.	abuladze1973	თთუჳ სთულისაჲ|სთუელი
lex.mesia	მესია	ქრისტე	ი. ა.	abuladze1973	
lex.mesizmreobiti	მესიზმრეობითი	სიზმრისეული, ბნელი, ბუნდოვანი	სხ.	misc	
lex.mesiraei	მესირაეჲ	სირას, ჭილობის მქსოველი	ზ. ს.	sarjveladze1995	
lex.mesiskhle	მესისხლე		ი. ა.	abuladze1973	სისხლი
lex.mesiskhloba	მესისხლობა	სისხლის აღება	ქ. ც.	kartlis_tskhovreba	
lex.mestecheobiti	მესტეჭეობითი	ურწმუნო	ზ. ს.	sarjveladze1995	
lex.mestumre	მესტუმრე	მასპინძელი	ი. ა.	abuladze1973	სტუმარი
lex.mestvire	მესტჳრე	სტვირის დამკვრელი	ი. ა.	abuladze1973	სტჳრი
lex.mesuete	მესუეტე	სვეტზე დაყუდებული	ი. ა.	abuladze1973	სუეტი
lex.mesulebe	მესულებე		ი. ა.	abuladze1973	მესულებობა|სულება
lex.mesuleboba	მესულებობა	მემთვრალეობა	ი. ა.	abuladze1973	მესულებე|სულება
lex.mesdzeurobai	მესძეურობაჲ	წოვება	ზ. ს.	sarjveladze1995	
lex.metable	მეტაბლე	ტაბლის მოურნე (საბა)	ქ. ც.	kartlis_tskhovreba	
lex.metad	მეტად	უმეტესად, ძლიერად, ჭარბად	ი. ა.	abuladze1973	უმეტესი|უმეტჲსი|უმეტე
lex.metadre	მეტადრე	ცოტა უფრო მეტად	ი. ა.	abuladze1973	დამეტება|დამატება|მეტნობა|მეტობა|ნამეტავი|ნამეტნავი
lex.metaniai	მეტანიაჲ	დაჩოქება	ზ. ს.	sarjveladze1995	
lex.metaprasi	მეტაფრასი	გარდაკაზმული	ზ. ს.	sarjveladze1995	
lex.metaqsi	მეტაქსი	აბრეშუმი	ი. ა.	abuladze1973	
lex.metirali	მეტირალი	მტირალი, მგოდებელი, შემსხმელი გოდებისაჲ	ი. ა.	abuladze1973	ტირილი
lex.metkuetili	მეტკუეთილი	(отрезать) მოჭრილი, მოკვეთილი	სხ.	misc	
lex.metnoba_metoba	მეტნობა, მეტობა	ნამეტნაობა, სიჭარბე; შემპარაობა, ცთუნება	ი. ა.	abuladze1973	მეტი|მეტადრე
lex.metozike	მეტოზიკე	ვინც დღესასწაულობს	ი. ი.	imnaishvili	ტოზიკი|ტოზიკობა
lex.metoqi	მეტოქი	მონასტრის კუთვნილი დაქ ვემდებარებული ეკლესია მამულით	ი. ა.	abuladze1973	
lex.metra	მეტრა	15 ლიტრა	ი. ა.	abuladze1973	
lex.metrapeze	მეტრაპეზე	მესუფრე	ი. ა.	abuladze1973	ტრაპეზი|ტრაპესი
lex.metroi	მეტროჲ	(μέτρον) საწყაული, საწყაოს ერთეული	ა. შ.	shanidze1971	
lex.metrpe	მეტრფე	მოყვარული	ქ. ც.	kartlis_tskhovreba	
lex.mets_metqueli	მეტს-მეტყუელი	მრავალმეტყველი	ი. ა.	abuladze1973	მეტყუელი
lex.metqave	მეტყავე	ტყავის მოქმედი	ი. ა.	abuladze1973	ტყავი წიგნისაჲ
lex.metqebari	მეტყებარი	თავში ხელების წაშენით მგოდებელი			
lex.metqebeli	მეტყებელი	მტყებარი, მომთქმელი	ი. ა.	abuladze1973	ტყება
lex.metqueleba	მეტყუელება	ლაპარაკი, საუბარი	ი. ა.	abuladze1973	ბოროტის-მეტყუელება|დიდების-მეტყუელება|მალიად-მეტყუელება|მრავალმეტყუელება|მრავლის-მეტყუელება|ტკბილად-მეტყუელება|სახის-მეტყუელება
lex.metqueli	მეტყუელი	მთქმელი, მოლაპარაკე; გონიერი	ი. ა.	abuladze1973	გამომეტყუელი|ვარსკულავის-მეტყუელი|თესლის-მეტყუელი|იგავით-მეტყუელი|მეტს-მეტყუელი|მრავალმეტყუელი|მრავლის-მეტყუელი
lex.metvirte	მეტჳრთე	ტვირთაკიდებული	ი. ა.	abuladze1973	ტჳრთი
lex.meudabnoe	მეუდაბნოე	განდეგილი, ბერი	ი. ა.	abuladze1973	უდაბნო
lex.meudabnoebai	მეუდაბნოებაჲ	დაუსახლებელ ადგილას ყოფნა	ზ. ს.	sarjveladze1995	
lex.meunase	მეუნასე	ზიანის მიმყენებელი, მავნებელი	ი. ა.	abuladze1973	უნასი
lex.meunje	მეუნჯე	ნაყოფის მომწევი, მცველი, მეჭურჭლეთუხუცესი, მოლარე; მოურავი	ი. ა.	abuladze1973	უნჯი
lex.meupe	მეუფე	მეფე; უფალი, პატრონი	ი. ა.	abuladze1973	მეუფება|მეუფობა|უფალი
lex.meupeba_meupoba	მეუფება, მეუფობა	მეფობა, ბატონობა, მბრძანებლობა	ი. ი.	imnaishvili	
lex.meughle	მეუღლე		ი. ა.	abuladze1973	უღელი|თანა-მეუღლე|მეუღლება
lex.meughleba	მეუღლება	შეერთება, ქორწინება	ი. ა.	abuladze1973	უღელი|მეუღლე
lex.meudzlure	მეუძლურე	უძლურთა და სნეულთა მომვლელი	ა. შ.	shanidze1971	
lex.mepa	მეფა	იმეფა	ქ. ც.	kartlis_tskhovreba	
lex.mepandure	მეფანდურე	ფანდურზე დამკვრელი	ი. ა.	abuladze1973	ფანდური
lex.mepase	მეფასე	საუნჯის, საჭურჭლის მცველი	ი. ა.	abuladze1973	ფასი
lex.mepaset_mtavari	მეფასეთ-მთავარი	საჭურჭლის მცველი	ი. ა.	abuladze1973	მთავარი
lex.mepe_qopa	მეფე ყოფა	მეფება, გამეფება	ი. ა.	abuladze1973	
lex.mepea	მეფეა	დედოფალი	სხ.	misc	
lex.meped_dadgineba	მეფედ დადგინება	გამეფება	ი. ა.	abuladze1973	
lex.meped_dadgoma	მეფედ დადგომა	გამეფება	ი. ა.	abuladze1973	მეფისა|მეფობა|მეფება|უმეფო
lex.mepisa	მეფისა	დედოფალი, მეფის ცოლი	ი. ა.	abuladze1973	მეფედ დადგომა
lex.mepoba_mepeba	მეფობა, მეფება	მეფე ყოფა, გამეფება	ი. ა.	abuladze1973	მეფედ დადგომა
